from,to,text,where,time,movie_num,text_processed
padme,,Tell me.,76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,tell me
anakin,,It was only a dream.,76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,it was only a dream
anakin,,(continuing) You die in childbirth...,76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,continuing you die in childbirth
padme,,And the baby?,76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,and the baby
anakin,,I don't know.,76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,i dont know
padme,,It was only a dream.,76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,it was only a dream
anakin ,,"... I won't let this one become real, Padme.",76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3, i wont let this one become real padme
padme,,"Anakin, this baby will change our lives. I doubt the Queen will continue to allow me to serve in the Senate, and if the Council discovers you are the father, you will be expelled from the Jedi Order.",76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,anakin this baby will change our lives i doubt the queen will continue to allow me to serve in the senate and if the council discovers you are the father you will be expelled from the jedi order
anakin,,I know ….,76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,i know 
padme,,"Anakin, do you think Obi-Wan might be able to help us?",76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,anakin do you think obiwan might be able to help us
anakin,,(suspicious) Have you told him anything?,76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,suspicious have you told him anything
padme,,"No, but he's your mentor, your best friend... he must suspect something.",76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,no but hes your mentor your best friend he must suspect something
anakin,,"He's been a father to me, but he's still on the Council. Don't tell him anything!",76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,hes been a father to me but hes still on the council dont tell him anything
padme,,"I won't, Anakin.",76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,i wont anakin
anakin,,"I don't need his help... Our baby is a blessing, not a problem.",76 EXT. CORUSCANT-PADME'S APARTMENT-VERANDA-NIGHT,,3,i dont need his help our baby is a blessing not a problem
yoda,,Premonitions... premonitions... Hmmmm... these visions you have...,77 INT. CORUSCANT-JEDI TEMPLE-YODAS QUARTERS-DAY,,3,premonitions premonitions hmmmm these visions you have
anakin,,"They are of pain, suffering, death...",77 INT. CORUSCANT-JEDI TEMPLE-YODAS QUARTERS-DAY,,3,they are of pain suffering death
yoda,,"Yourself you speak of, or someone you know?",77 INT. CORUSCANT-JEDI TEMPLE-YODAS QUARTERS-DAY,,3,yourself you speak of or someone you know
anakin,,Someone...,77 INT. CORUSCANT-JEDI TEMPLE-YODAS QUARTERS-DAY,,3,someone
yoda,,... close to you?,77 INT. CORUSCANT-JEDI TEMPLE-YODAS QUARTERS-DAY,,3, close to you
anakin,,Yes.,77 INT. CORUSCANT-JEDI TEMPLE-YODAS QUARTERS-DAY,,3,yes
yoda,,"Careful you must be when sensing the future, Anakin. The fear of loss is a path to the dark side.",77 INT. CORUSCANT-JEDI TEMPLE-YODAS QUARTERS-DAY,,3,careful you must be when sensing the future anakin the fear of loss is a path to the dark side
anakin,,"I won't let these visions come true, Master Yoda.",77 INT. CORUSCANT-JEDI TEMPLE-YODAS QUARTERS-DAY,,3,i wont let these visions come true master yoda
yoda,,"Death is a natural part of life. Rejoice for those around you who transform into the Force. Mourn them, do not. Miss them, do not. Attachment leads to jealousy. The shadow of greed, that is.",77 INT. CORUSCANT-JEDI TEMPLE-YODAS QUARTERS-DAY,,3,death is a natural part of life rejoice for those around you who transform into the force mourn them do not miss them do not attachment leads to jealousy the shadow of greed that is
anakin,,"What must I do, Master Yoda?",77 INT. CORUSCANT-JEDI TEMPLE-YODAS QUARTERS-DAY,,3,what must i do master yoda
yoda,,Train yourself to let go of everything you fear to lose.,77 INT. CORUSCANT-JEDI TEMPLE-YODAS QUARTERS-DAY,,3,train yourself to let go of everything you fear to lose
obi-wan,,You missed the report on the Outer Rim sieges.,79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,you missed the report on the outer rim sieges
anakin,,"I'm sorry, I was held up. I have no excuse.",79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,im sorry i was held up i have no excuse
obi-wan,,"In short, they are going very well. Saleucami has fallen, and Master Vos has moved his troops to Boz Pity.",79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,in short they are going very well saleucami has fallen and master vos has moved his troops to boz pity
anakin,,What's wrong then?,79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,whats wrong then
obi-wan,,The Senate is expected to vote more executive powers to the Chancellor today.,79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,the senate is expected to vote more executive powers to the chancellor today
anakin,,"Well, that can only mean less deliberating and more action. Is that bad? It will make it easier for us to end this war.",79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,well that can only mean less deliberating and more action is that bad it will make it easier for us to end this war
obi-wan,,"Anakin, be careful of your friend Palpatine.",79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,anakin be careful of your friend palpatine
anakin,,Be careful of what?,79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,be careful of what
obi-wan,,He has requested your presence.,79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,he has requested your presence
anakin,,What for?,79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,what for
obi-wan,,He would not say.,79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,he would not say
anakin,,"He didn't inform the Jedi Council? That's unusual, isn't it?",79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,he didnt inform the jedi council thats unusual isnt it
obi-wan,,"All of this is unusual, and it's making me feel uneasy. You're probably aware that relations between the Council and the Chancellor are stressed.",79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,all of this is unusual and its making me feel uneasy youre probably aware that relations between the council and the chancellor are stressed
anakin,,"I know the Council has grown wary of the Chancellor's power, mine also for that matter. Aren't we all working together to save the Republic? Why all this distrust?",79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,i know the council has grown wary of the chancellors power mine also for that matter arent we all working together to save the republic why all this distrust
obi-wan,,"The Force grows dark, Anakin, and we are all affected by it. Be wary of your feelings.",79 INT. CORUSCANT-JEDI TEMPLE-BRIEFING ROOM-DAY,,3,the force grows dark anakin and we are all affected by it be wary of your feelings
palpatine,,"Anakin, this afternoon the Senate is going to call on me to take direct control of the Jedi Council.",80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,anakin this afternoon the senate is going to call on me to take direct control of the jedi council
anakin,,The Jedi will no longer report to the Senate?,80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,the jedi will no longer report to the senate
palpatine,,They will report to me... personally. The Senate is too unfocused to conduct a war. This will bring a quick end to things.,80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,they will report to me personally the senate is too unfocused to conduct a war this will bring a quick end to things
anakin,,"I agree, but the Jedi Council may not see it that way.",80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,i agree but the jedi council may not see it that way
palpatine,,There are times when we must all endure adjustments to the constitution in the name of security.,80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,there are times when we must all endure adjustments to the constitution in the name of security
anakin,,"With all due respect, sir, the Council is in no mood for more constitutional amendments.",80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,with all due respect sir the council is in no mood for more constitutional amendments
palpatine,,"Thank you, my friend, but in this case I have no choice... this war must be won.",80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,thank you my friend but in this case i have no choice this war must be won
anakin,,Everyone will agree on that.,80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,everyone will agree on that
palpatine,,"Anakin, I've known you since you were a small boy. I have advised you over the years when I could... I am very proud of your accomplishments. You have won many battles the Jedi Council thought were lost... and you saved my life. I hope you trust me, Anakin.",80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,anakin ive known you since you were a small boy i have advised you over the years when i could i am very proud of your accomplishments you have won many battles the jedi council thought were lost and you saved my life i hope you trust me anakin
anakin,,Of course.,80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,of course
palpatine,,"I need your help, son.",80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,i need your help son
anakin,,What do you mean?,80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,what do you mean
palpatine,,I fear the Jedi. The Council keeps pushing for more control. They're shrouded in secrecy and obsessed with maintaining their autonomy... ideals. I find simply incomprehensible in a democracy.,80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,i fear the jedi the council keeps pushing for more control theyre shrouded in secrecy and obsessed with maintaining their autonomy ideals i find simply incomprehensible in a democracy
anakin,,"I can assure you that the Jedi are dedicated to the values of the Republic, sir.",80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,i can assure you that the jedi are dedicated to the values of the republic sir
palpatine,,"Nevertheless, their actions will speak more loudly than their words. I'm depending on you.",80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,nevertheless their actions will speak more loudly than their words im depending on you
anakin,,For what? I don't understand.,80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,for what i dont understand
palpatine,,"To be the eyes, ears, and voice of the Republic...",80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,to be the eyes ears and voice of the republic
palpatine,,(continuing) Anakin... I'm appointing you to be my personal representative on the Jedi Council.,80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,continuing anakin im appointing you to be my personal representative on the jedi council
anakin,,"Me? A Master? I am overwhelmed, sir, but the Council elects its own members. They will never accept this.",80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,me a master i am overwhelmed sir but the council elects its own members they will never accept this
palpatine,,I think they will... they need you more than you know.,80 INT. CORUSCANT-CHANCELLOR'S OFFICE-DAY,,3,i think they will they need you more than you know
bail organa,,"Now that he has control of the Jedi Council, the Chancellor has appointed Governors to oversee all star systems in the Republic.",81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,now that he has control of the jedi council the chancellor has appointed governors to oversee all star systems in the republic
fang zar,,When did this happen?,81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,when did this happen
bail organa,,The decree was posted this morning.,81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,the decree was posted this morning
padme,,Do you think he will dismantle the Senate?,81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,do you think he will dismantle the senate
mon mothma,,"Why bother? As a practical matter, the Senate no longer exists.",81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,why bother as a practical matter the senate no longer exists
giddean danu,,"The constitution is in shreds. Amendment after amendment... executive directives, sometimes a dozen in one day.",81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,the constitution is in shreds amendment after amendment executive directives sometimes a dozen in one day
bail organa,,We can't let a thousand years of democracy disappear without a fight.,81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,we cant let a thousand years of democracy disappear without a fight
terr taneel,,What are you suggesting?,81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,what are you suggesting
bail organa,,I apologize. I didn't mean to sound like a Separatist.,81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,i apologize i didnt mean to sound like a separatist
mon mothma,,"We are not Separatists trying to leave the Republic. We are loyalists, trying to preserve democracy in the Republic.",81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,we are not separatists trying to leave the republic we are loyalists trying to preserve democracy in the republic
bail organa,,It has become increasingly clear to many of us that the Chancellor has become an enemy of democracy.,81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,it has become increasingly clear to many of us that the chancellor has become an enemy of democracy
padme,,I can't believe it has come to this! Chancellor Palpatine is one of my oldest advisors. He served as my Ambassador when I was Queen.,81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,i cant believe it has come to this chancellor palpatine is one of my oldest advisors he served as my ambassador when i was queen
glddean danu,,"Senator, I fear you underestimate the amount of corruption that has taken hold in the Senate.",81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,senator i fear you underestimate the amount of corruption that has taken hold in the senate
mon mothma,,"The Chancellor has played the Senators well. They know where the power lies, and they will do whatever it takes to share in it. Palpatine has become a dictator and we have helped him to do it.",81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,the chancellor has played the senators well they know where the power lies and they will do whatever it takes to share in it palpatine has become a dictator and we have helped him to do it
bail organa,,"We can't sit around debating any longer, we have decided to do what we can to stop it. Senator Mon Mothma and I are putting together an organization...",81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,we cant sit around debating any longer we have decided to do what we can to stop it senator mon mothma and i are putting together an organization
padme,,"Say no more. Senator Organa. I understand. At this point, it's better to leave some things unsaid.",81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,say no more senator organa i understand at this point its better to leave some things unsaid
bail organa,,"Yes. I agree and we must not discuss this with anyone, without everyone in this group agreeing.",81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,yes i agree and we must not discuss this with anyone without everyone in this group agreeing
mon mothma,,That means those closest to you... even family... no one can be told.,81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,that means those closest to you even family no one can be told
padme,,Agreed.,81 INT. CORUSCANT-BAIL ORGANA'S OFFICE-DAY,,3,agreed
mace windu,,"Anakin Skywalker, we have approved your appointment to the Council as the Chancellor's personal representative.",83 INT. CORUSCANT-JEDI TEMPLE-COUNCIL CHAMBERS-DAY,,3,anakin skywalker we have approved your appointment to the council as the chancellors personal representative
anakin,,I will do my best to uphold the principles of the Jedi Order.,83 INT. CORUSCANT-JEDI TEMPLE-COUNCIL CHAMBERS-DAY,,3,i will do my best to uphold the principles of the jedi order
