name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
Monn Tatth,,Human,,Male,,,Dark,,,,,
Monne,,Human,Galactic Empire,,,Blond,Light,,Between 0 ABY and 4 ABY,,,
Monnk,,Human (clone),Galactic Republic,Male,,,,Kamino,,,,
Monsalmo,,Happabore,Jedi Order,,She/her,,,Endovar,,,,
Monthan,,Human,Kingdom of Shu-Torun,Male,,Blond,Fair,Shu-Torun,"During Darth Vader's mission to Shu-Torun, Shu-Torun",,,
Monti Calay,,Human (Corellian),Corellian Engineering Corporation,Male,,Dark,,Corellia,,,,
Mooga,,Moogan,Commerce Guild,,,,,,,,,
Moona,,Twi'lek,,Female,She/her,,Green,,,,,
Moonanoo,,Chadra-Fan,,Female,,Light brown,Light,,,,Black,
Moppog,,Human,Scarlet Skull Cult,,,White,Light,,,,Brown,
Morad Sumar,,Human (Lothalite),Galactic Empire,Male,He/him,White,Copper,Lothal,"2 BBY,",,Green,
Moradmin Bast,,Human,Galactic Empire,Male,,Brown,Light,,"0 BBY,",,Light,
Moragg Bomo,,Kel Dor,Jedi Order,,,,,,,,,
Morai,,Convor,Daughter,Female,She/her,,,Mortis,,,Green,
Moralo Eval,,Phindian,Confederacy of Independent Systems,Male,He/him,,Khaki,Phindar,,,Yellow,
Moralo Eval's mother,,Phindian,,Female,,,,,Some time prior to 20 BBY,,,
Moran (Koboh),,Mirialan,Galactic Republic,Male,He/him,Black,Blue (with blue tattoos),,,,Green,
Moreena Krai,,Human (Lothalite),,Female,,Red,Fair,Lothal,,,Blue,
Moreena Krai's father,,Human,,Male,,,,,,,,
Moreena Krai's grandmother,,Human,,Female,,,,,,,,
Moreena Krai's sister,,Human,,Female,,,,Lothal,,,,
Moregi,,Volpai,,Male,,,,,,,,
Moregi's son,,Rodian,,Male,,,Blue,Pantora,,,,
Moregi's wife,,Rodian,,Female,,,Gray-green,,,,,
Morfizia,,Moragan,,Female,,,Green,Moraga,,,Yellow,
Morfizo,,Moragan,,Male,,,Green,,,,Yellow,
Morgan Elsbeth,,Dathomirian,Nightsisters,Female,She/her,Silverish-brown,"Tan,",Dathomir,"9 ABY,",,"Brown,",
Morgo,,Selkath,,,,,Gray,,"20 BBY, Wasskah",,,
Morit Astarte,,Human,Galactic Republic,Male,He/him,Blond,Fair,Celanon,"0 ABY, Kuat system",,Blue,
Morka,,A green-skinned species,,,,Black,Green,,,,Black,
Morley,,Anacondan,,Male,He/him,,,Lotho Minor,"20 BBY, Lotho Minor",,White,
Morlimur Snugg,,Snivvian,InterGalactic Banking Clan,,He/him,Brown,Pale,Cybloc XII,,,Red,
Morna,,Woostroid,Remember Kwenn,Female,She/her,,Purple,,,,Black,
Morna Kee,,Human,Galactic Empire,,She/her,,,,,,,
Moroff,,Gigoran,Partisans,Male,He/him,White,,Gigor,,,Black,
Morq,,Kowakian monkey-lizard,Graf family,Male,,Rust,,,,,Orange,
Morrtic,,Human,Galactic Empire,Female,,,,,,,,
Morse,,Iktotchi,,,,,Brown,,,,Orange,
Morton San Tekka,,Human,Church of the Force,Male,He/him,,,,"382 BBY, Jedha",,,
Mosep Binneed,,Nimbanel,Jabba's criminal empire,Male,,White,Light,Nimban,,,,
Mosey Cimmaron,,Human,,,She/her,Black,Tan,,,,Brown,
Mosh (Rodian),,Rodian,,,,,Red,,,,Black,
Mosh Barris,,Human,Galactic Empire,Male,,,,,,,,
Moshenu Phobi,,Umbaran,Galactic Republic,Male,,,,,,,,
Moshra,,Human,Galactic Empire,Female,,Orange,Tan,,"4‐5 ABY,",,Brown,
Mostima,,Human,Jedi Order,Female,She/her,,,,,,,
Mot-Not Rab,,Tarnab,Galactic Republic,Male,,Brown,,,,,Blue,
Moteé,,Human,Royal House of Naboo,Female,She/her,Brown,Fair,Naboo,,,Brown,
Mothar Drik,,Human,,Male,He/him,,,Jelucan,,,,
Moular,,A species,Alliance to Restore the Republic,,He/him,,Blue,,,,Orange,
Mountain (planet),,Loongren,Land & Sky Corporation,,,,,,,,,Terrestrial
Mountain Clan Matron,,Human,Mountain Clan,Female,She/her,Brown,Tan,Dathomir,,,Brown,
Mowaat,,Rodian,New Republic,,,,Green and brown,,"9 ABY,",,Black,
Mox,,Human (clone),Galactic Republic,Male,He/him,Brown,Tan,Kamino,,,Brown,
Moxie Freemaker,,Human,Freemakers,Female,,,,,,,,
Moxxin,,Human,,,,Black,Tan,,,,,
Mozeen Parapa,,Frizznoth,Parapa Cartel,Male,He/him,,Gray-green,,,,Yellow,
Mubo,,Utai,Droid Depot,Male,,,Blue,Batuu,,,Blue,
Muchi,,Rancor,,Female,She/her,,Brown,,,,Green,
Muftak,,Talz,,Male,He/him,White,Gray,Orto Plutonia,,,Black,
Muglan Tarantyne,,Gloovan,Hutt Clan,Female,She/her,,Purple,Gloon,"228 BBY, Langar",,,
Muk Muk Monkey,,Kowakian monkey-lizard,,,,Purple,Yellow,,,,,
Mul Sanaka,,Human,Club Deeja,,He/him,Black,Dark,,"0 ABY, Naboo",,Blue,
Mulita,,Drengir,,,,,,,,,,Terrestrial
Mullmoy,,Human,Ferrix resistance movement,Male,He/him,,,,,,,
Mummert,,Human,Galactic Empire,Male,,Gray,Light,,Between 19–14 BBY,,,
Mun Liiv,,Sullustan,Abafar mining confederation,Male,,,,,,,,
Mundokk,,Trandoshan,,Male,,,,Wasskah,,,,
Mundu,,Human,Resistance,Male,,Black,Light,,,,,
Munduri,,Bravaisian,,,,,Blue,Bravais,,,,
MuNu,,Zabrak,,,,,,,"c. 3 BBY, Millennium Falcon",,,
Mural Veen,,Human,,Female,She/her,Gray,Light,Eriadu,,,Brown,
Muran,,Human,New Republic,Male,,Black,Brown,,"c. 31 ABY, near Suraz 4",,Brown,
Murl,,Toydarian,,,,,Blue,,,,Red,
Murley,,Loth-cat,,,He/him,Tan and white with brown patterning,Black,Lothal,,,Black,
Murne Rin,,Ithorian,Alliance to Restore the Republic,Female,She/her,,,,,,,
Muro,,Twi'lek,Had'le Path,,,,,,,,,
Murra (tauntaun),,Tauntaun,Murra's herd,Female,She/her,,,Hoth,"3 ABY,",,,
Murra's mother,,Tauntaun,Murra's herd,Female,,,,Hoth,,,,
Musmuris Reetgeet,,Ranat,Alliance to Restore the Republic,,,,,,,,,
Mustache Guy,,Human,,Male,He/him,,Dark,,"13 BBY, Corellia",,,
Mustafar,,Mustafarian,Jedi,,,,,,,,,Terrestrial (historic)
Mustafar system,,Mustafarian,Sith Order,,,,,,,,,
Muxa,,Mirialan,,,,Black,Green,,,,Pink,
Muzzle,,Human (clone),Galactic Republic,,,,Tan,Kamino,,,,
Mwarr Ja'Randa,,Twi'lek (Rutian),First Order,Female,,,Blue,,,,Blue,
Myan,,Sullustan,Inyusu Tor mineral processing facility,Male,He/him,,,,,,,
Myarga Anjiliac Atirue,,Hutt,Hutt Clan,Female,She/her,Brown,Brown,,"231 BBY, Xais",,Orange,
Mycho Zala,,Zekodoan,Jedi Order,,He/him,,Brown,Zeko IV,,,Green,
Myem,,Human,Crimson Dawn,Female,She/her,,,,"c. 12 BBY, a planet",,,
Myette,,Human,,Female,,,,Jakku,,,,
Mygeeto,,Lurmen,InterGalactic Banking Clan,,,,,,,,,Frozen
Mykapo,,Human,Galactic Empire,,,,,,,,,
Mylas,,Duros,Path of the Open Hand,,,,,,,,,
Myles Grint,,Human (Lothalite),Galactic Empire,Male,He/him,Brown,Light,Lothal,"4 BBY, Lothal",,Blue,
Myn Weaver,,Human,Galactic Empire,Male,He/him,Brown (graying),Light,,,,Brown,
Mynock Minute,,Fathier,Canto Bight racetrack,Male,,Brown,,,,,Black,
Mynock Spit,,Fathier,,Male,,Brown,,,,,Black,
Myo,,Abyssin,Galactic Outdoor Survival School,Male,He/him,White,Green,Byss,,,Black,
Myra,,Human,Jedi Order,Female,She/her,Black,Tan,,,,Brown,
Myra Talcon,,Human,Alliance to Restore the Republic,Female,She/her,,,,,,,
Mytion,,Human,Brotherhood of the Ninth Door,,He/him,,,Jedha,"382 BBY, Kyber Mirrors, Dome of Deliverance, Holy City, Jedha",,,
Mytus Adema,,Human,Galactic Empire,Male,He/him,Brown,Light,Planetoid A.17,,,Green,
N'arrghela,,Wookiee,Oga's Cantina,Female,She/her,,,,,,,
Na-Ne,,Porg,,,It/its,,,,,,,
Naa'leth,,Zabrak (Dathomirian),Nightsisters,Female,She/her,Silver-blonde,White (with gray markings),Dathomir,"20 BBY,",,Silver,
Naasa,,Jumurra,Brendok coven,Female,She/her,,Tan,,"148 BBY, Brendok",,Brown,
Naatke,,Chadra-Fan,Jabba's criminal empire,Female,,Gray,,,,,,
Naberrie family,,Human (Naboo),Apprentice Legislators,,,,,,,,,
Naboo,,Gungans,Gungan High Council,,,,,,,,,Terrestrial
Nabrun Leids,,Morseerian,,Male,He/him,,Brown,,,,Black,
Nack Movers,,Trandoshan,Malkite poisoners,Male,He/him,,Green,,"21 BBY,",,Gold,
Naddie,,Human,Path of the Open Hand,Female,She/her,,,,,,,
Nadea Tural,,Thradian,Galactic Empire,Female,,,Yellow,Thrad,"0 ABY, Coruscant",,Black,
Nadrian DuQuosenne,,J'feh,Galactic Republic,Female,She/her,,,Yabrenito,,,Milky-colored,
Nadrine,,Human,Partisans,Female,She/her,,,,"0 ABY, Affadar",,,
Nadura,,Nadura's species,New Republic,,She/her,,White and green,,"Between 5 ABY and 9 ABY, Corvus",,Blue,
Nag Ubdur,,Ubdurian,Galactic Empire,,,,,,,,,
Nahani Gillen,,Human,New Republic,Female,,Blonde,Fair,Uyter,"34 ABY, Hosnian Prime",,Blue,
Nahdar Vebb,,Mon Calamari,Jedi Order,Male,He/him,,Orange,Mon Cala,"21 BBY, Vassek 3",,Yellow,
Naijoh,,Wookiee,,Male,,,,,,,,
Najeema Boddee,,Gungan,Boddee family,Male,,,,Naboo,,,,
Najeema Boddee's father,,Gungan,Boddee family,Male,,,,Naboo,,,,
Najeema Boddee's mother,,Gungan,Boddee family,Female,,,,Naboo,,,,
Nak-il Tano,,Togruta,,Male,He/him,,Red (with white markings and blue stripes),Shili,,,Brown,
Naka Iit,,Blarina,,Male,,,,Rina Major,,,Gold,
Nakadia,,Nakadian,Confederacy of Independent Systems (occupied),,,,,,,,,
Nakano Lash,,Nautolan,A guild,Female,She/her,,Blue,Glee Anselm,"3 ABY, Nakano Lash's 720 light freighter, Ruusan system",,Black,
Nakano Lash's family,,Nautolan,A guild,,,,,,,,,
Nakano Lash's mother,,Nautolan,,Female,,,Blue,Glee Anselm,"By c. 10 BBY, Glee Anselm",,Black,
Nakari Kelen,,Human,Kelen Biolabs,Female,,Brown,Dark,Pasher,"0 ABY, Omereth",,Brown,
Nakha Urus,,Dug,Dug Council,Male,He/Him,Brown,Brown,Malastare,,,Brown,
Nakirre,,Kilji,Kilji Illumine,,He/him,Dark brown,Dark orange,,"18 BBY, Whetstone, ""Sunrise"" system",,,
Nal Hutta,,Hutt,Hutt Clan,,,,,,,,,
Nala Se,,Kaminoan,Kaminoan government,Female,She/her,,White,Kamino,"c. 18 BBY,",,Black with white irises,
Nalan Cheel,,Bith,Figrin D'an and the Modal Nodes,,,,Pink,Bith,,,Black,
Naley Frifa,,Human,,,She/her,Black,Tan,,,,Brown,
Nali,,Human,Mountain Clan,Female,She/her,Brown,Tan,Dathomir,"c. 20 BBY,",,Brown,
Nalita,,Human,,,,Brown,Light,,,,,
Nam Beroya,,Human,Old Mandalorians,Male,,Black,Fair,,,,,
Nambi Ghima,,Aki-Aki,,Female,,,Brownish gray,Pasaana,,,,
Namda Eaakee,,Rodian,,,,,Green,,,,Black,
Namua,,Nautolan,,Male,,,Green,,,,Black,
Nan Hague,,Human,Nihil,Female,She/her,Black (with blue streaks),Tan,,,,Brown,
Nan Holi,,Human,Land & Sky Corporation,,,,,,200 BBY,,,
Nan Moyou,,Human,Land & Sky Corporation,Female,,Black,,,,,Black,
Nan Pakota,,Morseerian,Confederacy of Independent Systems,Male,,,,,,,,
Nan Yujin,,Human,Nan Ming Capital,,,,,,,,,
Nana (Chiss),,Chiss,Chiss Ascendancy,Female,She/her,,,,,,,
Nanda,,Human,Path of the Open Hand,Female,,,,,"382 BBY, Moon of Sarkhai, the Veil of Planet X",,,
Nandan Roty,,Human,Canto Bight Police Department,Male,,Brown,Fair,,,,,
Nank Tun,,Aqualish,Confederacy of Independent Systems,,,Red,Brown,,"19 BBY,",,Black,
Nanna Frouj,,Chagrian,Vile,Female,She/her,,,,,,,
Nanta,,Ewok,Bright Tree tribe,,He/him,Black and gray,,,"4 ABY, Endor",,Brown,
Nanz (bartender),,Human,Oga's Cantina,Female,She/her,,,,,,,
Naq Med,,Human,Jedi Order,Male,,"Brown, later gray",White,,"32 ABY, Pam'ba",,,
Nar Hida,,Human,,,He/him,,Light,,,,Blue,
Nar Kanji,,Jablogian,Hutt Clan,,,,,,,,,
Nara (bantha),,Bantha,,,,Brown,,Tatooine,,,,
Narb,,Snivvian,Team Colossus,Male,,Black,Light blue,,,,Black,
Nareen Cale,,Ithorian,Jedi Order,,,,,,,,,
Nari,,Human,Jedi Order,Male,He/him,Black,Fair,,"9 BBY, Tatooine",,Blue,
Nari Sable,,Human,,Female,,,,,,,Green,
Naria,,Twi'lek,,,,,,,"14 BBY, Ryloth",,,
Nariba,,Human,,Female,,,,,,,,
Narin,,Nikto (Kajain'sa'Nikto),Narin's,,,,Orange,,,,Green,
Narmn,,Twi'lek,,Male,,,Green,Ryloth,"14 BBY, Ryloth",,,
Narq,,Narquois,,,,,,,,,,Terrestrial
Narvath sector,,Iktotchi,Galactic Republic,,,,,,,,,
Narvin,,Nikto (Kajain'sa'Nikto),Warbird gang,Male,,,Orange,,,,,
Nash Durango,,Human,Durango Shuttle Service,Female,She/her,Red (with orange ombré),Light,Tenoo,,,Green,
Nash Windrider,,Human (Alderaanian),Nash Windrider's family,Male,He/him,Brown,,Alderaan,,,,
Nash Windrider's family,,Human (Alderaanian),Galactic Empire,,,,,,,,,
Nash Windrider's father,,Human,Nash Windrider's family,Male,,,,,,,,
Nashi,,Hutt,Hutt Clan,Male,,,,,,,,
Nastia Unamo,,Human,First Order,Female,,Black,Light,,,,Blue,
Nath (Konkiv),,Human,Galactic Empire,,,Blond,Light,,,,Blue,
Nath Alico,,Human,Alliance to Restore the Republic,Female,,Black,Light,,,,,
Nath Tensent,,Human,Galactic Empire,Male,He/him,Dark,Tinged with brass,,,,,
Nath Tensent's mother,,Human,,Female,,,,,,,,
Navah,,Human,,Female,,Dark,Pale,,,,Blue-gray,
Navaj Tarkin,,Human,,Male,He/him,,,,,,,
Navik,,Rodian,Chattza clan,,He/him,,,Rodia,,,,
Nax,,Human (clone),Galactic Republic,Male,He/him,Black (graying),Tan,Kamino,,,Brown,
Nazgorigan,,Jablogian,,Male,,,,,,,,
Nazhros Oleg,,Human,Galactic Empire,Male,,Black,Pale,Eufornis Minor,,,Black,
ND-221,,Human,Galactic Empire,,,,,,1 BBY,,,
Ndaya,,Human,Trade Spine League,Male,,,Fair,,,,,
Ndizz,,Kubaz,Trade Spine League,Male,,,Brown,,,,,
NE-034,,Human,Galactic Empire,,She/her,,,,"4 ABY, Nar Shaddaa",,,
Neb Creip,,Human,Galactic Republic,,,Black,Dark,,,,Brown,
Neb Neb,,Gungan,,,He/him,,,,,,,
Nebit,,Jawa,Nebit's tribe,Male,,,,,"0 BBY, Tatooine",,Yellow,
Neda,,Eopie,,Female,,,,Tatooine,"Before 0 BBY, Tatooine",,,
Nedriss Narr,,Human,Jedi Order,,,,,,,,,
Nee Alavar,,Lorrdian,Galactic Republic,,She/her,,Tan,,,,Brown,
Needa Kame,,Iktotchi,Jedi Order,,He/him,,,,,,,
Needle,,Quermian,Alliance to Restore the Republic,Male,He/him,,Gray,Quermia,"3 ABY, Coruscant",,Red,
Neeku Vozo,,Nikto (Kadas'sa'Nikto),Team Fireball,Male,He/him,,Green,Kintan,,,Black,
Neeku Vozo's Great Grand-Nikto,,Nikto,Neeku Vozo's tribe,,,,,,,,,
Neel,,Myykian,At Attin Middle School Gamma,Male,He/him,Blue,Blue,At Attin,,,Black,
Neelda,,Rodian,,Male,,,Green,,,,Purple,
Neelo,,Togruta,Frozen Wampas,,He/him,,,,,,,
Neepers Panpick,,Neepers Panpick's species,,Male,,Brown,Pink,,,,Black,
Neera,,Human,Raada resistance,Female,She/her,,Light,,"18 BBY, Raada",,,
Neesh,,Rodian,Bounty Hunters' Guild,,He/him,,Green,,,,Black,
Neesha Tor,,Twi'lek (Rutian),Neesha Tor's family,Female,,,Blue,Ryloth,,,Brown,
Neesha Tor's grandmother,,Twi'lek,Neesha Tor's family,Female,,,,Ryloth,,,,
Neesha Tor's mother,,Twi'lek,Neesha Tor's family,Female,,,,Ryloth,,,,
Neeso,,Rodian,,,,,Green,,,,Black,
Neeto Janajana,,Sullustan,,Male,He/him,,,,,,Black,
Neeva,,Nobillian,,Female,She/her,,Pink,Neeva's homeworld,,,Brown,
Neevaan,,Nobillian,,Male,He/him,,,,,,,
Neeyutnee,,Human (Naboo),Royal House of Naboo,Female,She/her,Black,Light,Naboo,,,Brown,
Neihero,,Rodian,New Republic,,,,,,"c. 5 ABY, above Catadra",,,
Neimoidia,,Neimoidian,,,,,,,,,,Terrestrial
Nel Frel,,Sullustan,Alliance to Restore the Republic,,,,,Sullust,,,,
Nel Henol,,Toydarian,Gorensla kajidic,Female,,,,,,,,
Nelsel,,Dathomirian,Nightsisters,Female,,,,Dathomir,,,,
Nelvaan,,Nelvaanian,Techno Union,,,,,,,,,
Nemec,,Human (clone),Galactic Republic,,He/him,Black,Tan,Kamino,"c. 18 BBY,",,Brown,
Nemet,,Human,Galactic Empire,,He/him,Brown,Fair,,,,Brown,
Nenavakasa Nalor,,Nikto,A Hutt clan (enslaved),Female,She/her,,Blue-green,Kintan,,,Dark blue,
Neosephine Calorda,,Human,Galactic Empire,,,,,,,,,
Nepotis,,Nephran,,,,,,,,,,Terrestrial
Nerlisha,,Chagrian,Navlaas Triad,Female,,,,,,,,
Nersiton,,Siniteen,Gallandro,Male,,,,,,,,
Nervi family,,Human,Galactic Empire,,,,,,,,,
Nesguin,,Iktotchi,Lenahrans,Male,,,Pink and Brown,Lenahra,,,,
Nettehi,,Paataatus,Nikardun Destiny,,,,,,,,,Terrestrial
Nettehi system,,Paataatus,Paataatus Hiveborn,,,,,,,,,
Neva,,Human,Oga's Cantina,Female,,,Light,,,,,
Neva Kee,,Xamster,,Male,,,Blue and pale,Xagobah,,,Orange,
Neva Yaranu,,Human,Crimson Dawn,,,Black,Dark,,,,Brown,
Nevakka,,Wookiee,,Male,He/him,Brown-gray,,Kashyyyk,,,,
Nevar Yalnal,,Ranat,,,,Brown,,,,,Black,
Nevil Cygni,,Human,Culoss,Male,He/him,Dark,,,"2 BBY, Batonn",,Brown,
New Plympto,,Nosaurian,,,,,,,,,,Terrestrial
Newland,,Human,Galactic Empire,Male,,,Fair,,,,,
Nexu (clone trooper),,Human (clone),Galactic Republic,,,,,Kamino,,,,
Ney Madiine,,Theelin,,Female,She/her,Green,Pink,,,,,
Neyfig,,Hutt,,Male,He/him,,,,,,,
Neyo,,Human (clone),Galactic Republic,Male,He/him,Black,Tan,Kamino,,,Brown,
Nhego Roolan,,Aqualish,,Male,,,Green,,,,,
Niano Organa,,Human (Alderaanian),,Male,He/him,Black,Light,,,,Brown,
Nib Assek,,Human,Jedi Order,Female,She/her,Grey,Light,,"230 BBY, Starlight Beacon, Eiram system",,Brown,
Nibbles,,Harr,,,She/her,"Thick, green",,,"By 4 ABY, Corellia",,,
Nibsy,,Ubdurian,,,,,Yellow,,,,,
Nic,,Human (clone),Galactic Republic,,He/him,,,Kamino,,,,
Nicanas Tassu,,Human,Jedi Order,Male,He/him,Brown,Light,,,,,
Nicki,,Ewok,Bright Tree Village,,,White and gray,,Endor,,,,
Nien Nunb,,Sullustan,SoroSuub Corporation,Male,He/him,,Tan,Sullust,"35 ABY,",,Black,
Nierre,,Human,Nierre family,Male,He/him,Blonde,Pale white,Jelucan,,,,
Nih,,Human,,Female,She/her,Black,Tan,,,,Blue,
Nih's mom,,Human,,Female,,Black,Tan,,,,Brown,
Niima,,Hutt,,Female,She/her,,,,Sometime after the establishment of Niima Outpost,,,
Nik Hepho,,Britarro,,,He/him,,Blue,,,,Green,
Nik Sant,,Human,Alliance to Restore the Republic,Male,He/him,White,Light,,,,,
Niko,,Human,,,He/him,Black,,,,,,
Niko Jiro,,Human,Jedi Order,,They/them,Dark,Pale,,,,,
Niles Gavla,,Human,Galactic Empire,Male,,,,,"1 BBY,",,,
Nilgaard sector,,Karkarodon,Confederacy of Independent Systems,,,,,,,,,
Nilim Bril,,Twi'lek (Rutian),,Male,,,Blue,Ryloth,,,Brown,
Nilox Cabin-Roves,,Human,,Male,,,,,,,,
Nils Slithis,,Iotran,Chulok's organization,Male,He/him,,,,"32 BBY, Metagos",,,
Nils Tenant,,Human,Galactic Republic,Male,,Brown,Fair,,,,Blue,
Nils Tothwin,,Human,Galactic Empire,Male,,,Jaundiced,,,,,
Nim Pianna,,Tholothian,Jedi Order,Female,She/her,,,,"48 BBY, Advent",,,
Nim Tar,,Quermian,New Republic,,He/him,,,,,,,
Nima (Twi'lek),,Twi'lek,,Female,She/her,,,Ryloth,,,,
Nima Allets,,Human,Jedi Order,,She/her,,,,,,,
Nimban,,Nimbanel,,,,,,,,,,Terrestrial
Nimi Chireen,,Human,Resistance,Female,She/her,Black,Dark,Jaymir,,,,
Nindle,,Mon Calamari,,Male,He/him,,,,,,,
Nine-Seven Saquanz,,Quarren,Brotherhood of Wire and Bone,,He/him,,,,,,Pale-blue,
Niner,,Human (clone),Galactic Republic,,,,Tan,Kamino,"21 BBY,",,Brown,
Ninth Sister,,Dowutin,Jedi Order,Female,She/her,,Brown,Dowut,"9 BBY,",,White,
Nioka,,Human,,,She/her,Black,,,,,Brown,
Nippet,,Ewok,Bright Tree tribe,Female,She/her,Chestnut brown and white,Light,Endor,,,Black,
Niquita,,Pantoran,Nihil,Female,She/her,,Blue,,229 BBY,,Pale-golden,
Niriian,,Togruta,New Republic,Female,She/her,,,,,,,
Nittel Karkson,,Gotal,,Male,,,,Coruscant,,,,
Nittel Karkson's grandmother,,Gotal,,Female,She/her,,,Coruscant,,,,
Niv Drendow Apruk,,Umbaran,Nihil,Male,He/him,,Pale,,,,Pink,
Niv Lek,,Human,Resistance,Male,,Brown,Light,,,,Blue,
Nivers,,Human,First Order,Female,She/her,,,,,,,
Nix,,Merqaal,Kay Vess' crew,Male,He/him,Brown,,,,,Green,
Nix Card,,Muun,InterGalactic Banking Clan,Male,,,Fair,Scipio,,,Yellow,
Nix Jerd,,Human,Resistance,Male,He/him,Dark,Light,Lantillies,"34 ABY,",,Dark,
Nizuc Bek,,Human,Jabba's criminal empire,Male,He/him,Brown,Light,,,,,
Nizuma Chith,,Jawa,,,,,,Tatooine,,,Yellow,
NK-409,,Human,Galactic Empire,,He/him,,,,"4 ABY, Akiva",,,
Noblesse Eiram,,Human,New Republic,Female,,,Light,,,,,
Nod,,Snivvian,Colossus,Male,,Dark brown,Brown,,,,Black,
Nodin Chavdri,,Human,Resistance,Male,,Black,,,"34 ABY,",,Brown,
Nodlia,,Human,,Male,He/him,Brown,Light,Mokivj,,,,
Nodrus Cay,,Zabrak,Black Sun,Female,,Black,,,,,,
Noegaud,,Human,,,,Red,,,,,,
Nofis,,Quarren,,,,,Brown,,,,Black,
Nogba Quush,,Nikto (Kadas'sa'Nikto),Ivax Syndicate,Male,,,Brown,,,,Brown,
Nohogg,,Humanoid,Haxion Brood,,,,,,14 BBY,,,
Nojamil,,Rodian,,,,,Grey–blue,,,,Black,
Nok (Thalassian),,Thalassian,,Male,,,,,,,,
Noka,,Trandoshan,Xonti Brothers,Male,,,Green,,,,Orange,
Nokk,,Trandoshan,Nokk's clan,Female,She/her,,Green,,,,Yellow,
Nol,,Myykian,,Male,,Blue,Blue,At Attin,,,Yellow,
Nolan,,Human,Galactic Empire,Male,,Blond,Pale,,"c. 18 BBY,",,Blue,
Nom Lumb,,Sullustan,,,He/him,,,,,,,
Nomar Tralmat,,Human (Corellian),Nihil,Male,He/him,,,Corellia,"230 BBY, Corellia",,,
Nomma,,Near-human,Tarkin family,Male,,,,,,,,
Noni,,Kowakian monkey-lizard,Graf family,Female,,Purple,Red,,,,Yellow,
Nonk,,Devaronian,,,,,Red,,,,Orange,
Nooa,,Urodel,Jedi Order,Female,She/her,,Pink and gray,,,,Blue,
Nool,,Abyssin,Nihil,,He/him,,,,229 BBY,,,
Nooma,,Myykian,,Female,She/her,Blue,Blue,At Attin,,,Yellow,
Noomis Riga,,Humans,,,,,,,,,,Terrestrial
Nooranbakarakana,,Frozian,Jedi Order,,She/her,Brown,,,"230 BBY, Starlight Beacon, Eiram system",,Black,
Noparo Yar,,Togruta,,Male,He/him,,,Miekos,,,,
Nor'ana,,Mirialan,Crimson Dawn,,,Black,Green,,,,Black,
Nor'sha Nassko,,Weequay,Hutt Cartel,,,,Gray,,,,Blue,
Norath Kev,,Duros,Resistance,Male,He/him,,Green,Duro,,,Gold,
Nord Kandende,,Human,Galactic Empire,Male,,,,,,,,
Nordon,,Twi'lek,Free Ryloth Movement,Male,,,,Ryloth,"14 BBY, Ryloth",,,
Norel Quo,,Koorivar,Galactic Republic,,He/him,,Pale,,,,,
Norikus,,Octeroid,Norikus gang,Male,He/him,,,Coruscant,,,,
Norra Wexley,,Human,Alliance to Restore the Republic,Female,She/her,Silver and gray,Light,Akiva,,,Brown,
North-1,,Human,Preox-Morlana,Male,,Black,Dark,,,,,
North-3,,Human,Preox-Morlana,Male,,Dark brown,Light,,"5 BBY,",,,
Noru,,Kyuzo,Data Seekers,Male,,,,,,,Yellow,
Nossit Cicer,,Human,Resistance,Male,,Brown and gray,Fair,,,,,
Nossor Ri,,Quarren,Confederacy of Independent Systems,Male,He/him,,Pale salmon,Mon Cala,"34 ABY, Mon Calamari system",,Blue,
Nosteen,,Human,Galactic Empire,Male,,,,,"c. 4 ABY, Nacronis",,,
Nothoiin,,Nothoiin,Noble Court,,,,,,,,,Terrestrial
Notluwiski Papanoida,,Pantoran,Pantoran Assembly,Male,He/him,White,Blue (with yellow tattoos),Pantora,,,Brown,
Nova (clone trooper),,Human (clone),Galactic Republic,,He/him,,,Kamino,"Between 19 BBY and 18 BBY, Desix",,,
Novitz,,Human,Galactic Empire,,He/him,Blond,Light,,,,Brown,
Nower Jebel,,Human,Galactic Empire,Male,He/him,Brown,Light,Uyter,,,Blue,
Nowk Asil,,Twi'lek,,Female,,,Green,,,,,
Nox,,Zabrak (Iridonian),Order of the Night Wind,,She/her,,Fair (with black tattoo),Iridonia,,,Green,
Noxi Kell,,Human,Jedi Order,,She/her,,,,,,,
Noyio,,Human,Crimson Dawn,Female,She/her,Black,,,"c. 12 BBY, a planet",,,
Nozzo Naytaan,,Human,Corellian Engineering Corporation,Male,,Grey,Fair,Corellia,"0 BBY,",,Brown,
Nub,,Human (clone),Galactic Republic,Male,,Black,Tan,Kamino,"22 BBY, Rishi Moon",,Brown,
Nubarron,,A species,Jedi Order,Non-binary,They/them,,,,,,,
Nubs,,Pooba,Jedi Order,Male,He/him,Blue,,Myllnaab,,,Blue,
Nuhj,,Nikto (Kadas'sa'Nikto),Jedi Order,Male,,,,,"Before the gassing of Anoat, Burnin Konn",,,
Nuj Sorwin,,Gotal,Spectres,Male,,,,,,,,
Null Chance,,Humanoid,Haxion Brood,,,,Light,,14 BBY,,,
Numa,,Twi'lek,Free Ryloth Movement,Female,She/her,,Teal,Ryloth,,,"Brown,",
Nurboo,,Valltii,Zerpen Industries,Male,,,Blue,Vallt,,,,
