name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
dors urtya,,Mon Calamari,Mon Calamari monarchy,,He/him,,Silver,Mon Cala,"1 ABY, during the mutiny on Mon Cala",,Blue,
dorstren,,Human,Galactic Empire,Male,,,,,,,,
dorthu santim,,Ithorian,Spectres,Male,,,Green,,,,Yellow,
dorwin corvax,,Human,,Male,,Dark,Light,Mustafar,Before 1032 BBY,,Blue,
doshanalawook,,Trandoshan,,Female,She/her,,Yellow-green,Trandosha,,,Orange,
dothan,,Human,,Male,,,Light,,,,,
double time,,Fathier,,Female,,Brown,,,,,Black,
douglas sunvale,,Human,Jedi Order,Male,He/him,Black,Brown,,"232 BBY, Steady Wing, Haileap system",,,
dowut,,Dowutin,Galactic Republic,,,,,,,,,
doza family,,Human,Galactic Empire,,,,,,,,,
dr'uun unnh,,Sullustan,Alliance to Restore the Republic,,,,,,,,,
draa,,Human (clone),Galactic Republic,Male,He/him,,,Kamino,,,,
dragon head,,Human,Blue Dragon,Male,,,,,,,,
drahgor iii,,Gozzo,,,,,,,,,,Terrestrial
drahric,,Jablogian,Aklyrr Inn,,,Brown,Red,Tenoo,,,Green and black,
draige,,Human,Galactic Empire,,,,,,"4 ABY, Pandem Nai",,,
draiven bosh,,Moldwarp,,Male,He/him,Brown,Orange,Lespectus,,,Purple,
drak,,Human (clone),Galactic Republic,Male,He/him,,Tan,Kamino,,,,
drake,,Human,Mokko's crew,Male,,Brown,Light,,,,Brown,
drake (pilot),,Human,Galactic Empire,,She/her,,,,,,,
drakka,,Besalisk,Drakka's Diner,Male,,,,,,,,
drakko,,Trandoshan,Bossk'wassak'Cradossk's gang,,,,Green,,,,,
dral,,Human,A pirate faction,Male,,Black,Tan,,"33 BBY,",,,
draper,,Human,First Order,,,Grey,Fair,,,,,
drash,,Human,Fett gotra,Female,,Brown,Pale,Tatooine,,,Blue,
drav,,Human,Galactic Empire,Male,,,,,,,,
drave,,Twi'lek,Galactic Republic,Male,He/him,,Light green,,,,,
drawd munbrin,,Human,Galactic Empire,Male,,Brown,Light,,,,,
drayos,,Pantoran,,,,Blue,Blue (with yellow tattoos),,,,Pink,
dread,,Human,First Order,,,,,,,,,
dreanna conunda,,Human,New Republic,,She/her,,Light,,,,,
dreed,,Human,Galactic Empire,,He/him,Black,Fair,,"0 ABY, Skaradosh",,Gray,
dregg,,Twi'lek,,Male,,,Grey-blue,,,,Red,
drego,,Kyuzo,Niima Outpost Militia,,He/him,,,,,,,
drell,,Weequay,Warbird gang,Male,,Black,Dark,,,,Gray,
drellik,,Tarsunt,Galactic Republic,,He/him,Brown,Brown,,,,Black,
dresh lipson,,Human,,Male,,Brown,,,,,,
drewen qweebjillan,,Segredo,Wyke Town,Male,He/him,Purple,Light gray,,,,Blue,
drewen qweebjillan's brother,,Segredo,,Male,He/him,Purple,,,c. 232 BBY,,Blue,
drex (rodian),,Rodian,Crimson Dawn,,He/him,,,,"c. 12 BBY, a planet",,,
drift (clone trooper),,Human (clone),Galactic Republic,,,,,Kamino,,,,
driggit parse,,Human,Nihil,Female,She/her,Sandy-blonde,,Valo,,,Light brown,
driller mardapp,,Human,Higher Skies Advocacy Group,Male,,Black,Light,,,,Dark,
drim,,Twi'lek,Free Ryloth Movement,Male,,,,Ryloth,"14 BBY, Ryloth",,,
drisk,,Pau'an,,Male,,,Gray,,,,Black,
drix gil,,Snivvian,,Male,,,,,,,,
dro-nal-pru,,Cerean,Dro-Nal-Pru's mercenary army,Female,,,,,,,,
droc'tri'morhs,,Chiss,Chiss Ascendancy,Male,He/him,,,,,,,
droidbait,,Human (clone),Galactic Republic,Male,,Black,Tan,Kamino,"22 BBY,",,Brown,
drokkatta,,Wookiee,Alliance to Restore the Republic,,,Dark brown,,,,,,
dron ryall,,Human,Galactic Empire,Male,,Blond,Fair,,,,Blue,
droogan,,Khramboan,,Male,,,Purple,,,,Black,
droogan's grandfather,,Khramboan,,Male,,,,,,,,
droopy mccool,,Kitonak,Max Rebo Band,Male,He/him,,,Kirdo III,,,,
drooz,,Human,,Male,,White,,,,,Blue,
drosk,,Human,Visler Korda's faction,Male,,Blond,Light,,,,,
drrn,,Muun,Dank Graks,Male,He/him,,Pale,,,,Yellow,
drua,,Twi'lek,,Female,,,Green,Ryloth,"14 BBY, Ryloth",,,
drua's grandfather,,Twi'lek,,Male,,,Tan,Ryloth,"14 BBY, Ryloth",,Milky-white,
druin,,Human or humanoid,,,He/him,,,,,,,
drusil bephorin,,Givin,Galactic Empire,Female,She/her,,Pale white,,,,Black,
drusil bephorin's husband,,Givin,,Male,,,,,,,,
drya thornne,,Humanoid,Bedlam Raiders,,,,,,"9 BBY,",,,
dryden vos,,Near-human,Crimson Dawn,Male,He/him,Blond,Light,,"10 BBY,",,Blue,
dt-5537,,Human,Galactic Empire,,,,,,,,,
dt-f16,,Human,Galactic Empire,Female,She/her,,,,1 BBY,,,
dt-l21,,Human,Galactic Empire,,,,,,,,,
dua ningo,,Sullustan,Confederacy of Independent Systems,,He/him,,,,,,,
dubat krom,,Kakala,Broken Chain Clan,,,,,Corellia,,,,
duchas cherroi,,Human,Galactic Empire,,,,,,,,,
dud bolt,,Vulptereen,Sebulba,Male,He/him,none,"Blue-gray, yellow, white",Vulpter,,,Yellow,
duja,,Human (Naboo),Royal House of Naboo,Female,She/her,Brown,Light,Naboo,"19 BBY, Batuu",,,
duke (pilot),,Human,Alliance to Restore the Republic,Male,,,Light,,"c. 1 BBY,",,,
duluur sector,,Devaronian,Galactic Republic,,,,,,,,,
dumas mar'ti,,Kaleesh,Byne Guild,Female,She/her,,,,,,,
dume,,Loth-wolf,The Force,Male,He/him,Gray (with white marking on forehead),,,,,Blue,
duna hilaris,,Devaronian,,Male,,,Red,Devaron,,,,
dunstig pterro,,Human,Galactic Empire,Male,,,Light,,,,Brown,
dunum,,Human,Galactic Empire,Male,,Blond,Light,,,,Blue,
dunya,,Humanoid,Haxion Brood,,,,,,14 BBY,,,
durangos,,Human,Durango Shuttle Service,,,,,,,,,
durga,,Hutt,,,He/him,,,,,,,
durge,,Gen'Dai,Confederacy of Independent Systems,Male,He/him,,,,,,,
durkteel,,Saurin,Galactic Empire,,,,,,,,,
durl and dekk,,Troig,Golden Rocket Bank,Male,,,Brown (Dekk),,,,Orange (Dekk),
durl and dekk's boss,,Gozzo,Golden Rocket Bank,Male,,,,,,,Black,
durm bormo,,Abednedo,,Male,,,Brown,,,,,
duro,,Duros,Galactic Republic,,,,,,,,,
durril,,Human,Galactic Empire,Male,,White,Light,,,,Blue,
durteel haza,,Delphidian,,Male,,,Dark gray,,,,Black,
dustig sector,,Dug,Galactic Republic,,,,,,,,,
dustil forell,,Human,Alliance to Restore the Republic,Male,,Gray and brown,Light,,,,Brown,
duurgo cadevon,,Rodian,Cadevon Family,Male,,,Green,,"During the Iron Blockade, Burnin Konn",,Black,
dvorad,,Pantoran,,Male,He/him,Black,Blue,,"During the heist on Hovun IV, Hovun IV",,Red,
dwindun,,Ma'cella,,Male,,,,,,,,
dx-491,,Human,Galactic Empire,,,,,,,,,
dy'lothe,,Chiss,Chiss Ascendancy,,He/him,,,,,,,
dyer,,Human,Galactic Empire,Male,,Brown,Fair,,,,Brown,
dylanto daa,,Human,Daa Corporation,Male,,Brown,Light,,"By 40 BBY,",,Brown,
dynia reekeene,,Human,Resistance,Female,She/her,Dark,Tan,,,,,
dynym quid,,Dynym Quid's species,,,,,Gray and brown,,,,Blue,
dyro felldor,,Er'Kit,Galactic Empire,Male,,,Blue,Er'Kit,,,Brown,
dyyl,,Human,,Male,,,Fair,,,,,
dz-372,,Human,Galactic Empire,,,,,,,,,
dznori xam,,Kallidahin,Archaeological Research Council,,,,Purple and white,,,,Black,
earll,,Human,Galactic Empire,Female,,Black,Pale,,,,Blue,
ears,,Human,Galactic Republic,,He/him,,Dark brown,,,,,
easel,,Valltii,Zerpen Industries,Male,,,Blue,,,,,
east-1,,Human,Preox-Morlana,Male,,,,,,,,
easy xiukhan,,Zabrak,The Smuggler,Female,,,Red and black,,,,Red,
ebann drake,,Human,,Male,He/him,Red,Light,,"3 ABY, Opal Empress",,Blue,
ebbe casset,,Human,Malastare-Sullust Joint Task Force,Female,She/her,Black,Brown,,,,,
ebe e. endocott,,Triffian,,Male,,"Black, blue, yellow, cream",,Triffis,,,Yellow,
ebenn q3 baobab,,Human,Royal House of Naboo,,ew,Gray/brown,Light,,,,Brown,
ecclessis figg,,Human (Corellian),Cloud City,Male,,,,Corellia,,,,
eccos,,Anx,Pryce Mining,Female,,,,,,,,
ech-char,,Mon Calamari,Mon Calamari monarchy,Male,,,Green,,,,Blue-green,
echo,,Human (clone),Galactic Republic,Male,He/him,Black,"Tan,",Kamino,,,Brown,
eda'ni,,Human,Jedi Order,,,Brown,Light,,,,,
edcel bar gane,,Roonan,Galactic Republic,Male,,,Gray,Roona,,,Ice-blue,
ederlatth nataasias pallopides,,Human,Galactic Empire,Female,She/her,,,,,,,
edern lars,,Human,,Male,,,,,Prior to 22 BBY,,,
edge,,Human (clone),Galactic Republic,,He/him,"Black, later white",Tan,Kamino,,,Light blue,
edmo ectacle,,Moldwarp,,Male,He/him,Gray,Brown,Lespectus,,,Black,
edmon rampart,,Human,Galactic Empire,Male,He/him,Brown,Light,,"c. 18 BBY,",,Brown,
edmos khurgee,,Human,Galactic Empire,Male,,Brown,Fair,,,,Grey,
edon kappehl,,Human,Resistance,Male,,,,,"34 ABY,",,,
edrio,,Tognath,Partisans,Male,He/him,,Tan,Yar Togna,"1 BBY,",,,
edrison peavey,,Human,Galactic Empire,Male,He/him,Blond (graying),Light,,,,Blue,
edwig,,Human,Galactic Empire,Female,,,Light,,,,,
ee'zok,,Human,Crimson Dawn,,They/them,Brown,Tan,,,,Brown,
eedy karn,,Human,,Female,She/her,Brown,Light,Coruscant,,,Brown,
eegrig,,Zabrak (Dathomirian),Nightbrothers,Male,,,,Dathomir,,,,
eekar oki,,Mon Calamari,Jedi Order,Male,,,Mottled blue and orange,,,,Yellow,
eekee,,Insectoid,Mining complex,Female,,,,,,,,
eemee,,Dulok,,Female,,Green,,,,,,
eenko,,Rodian,,,He/him,,,,,,,
eenta,,Human,,Male,,Gray,Light,,,,,
eesh fahm,,Human,Bail Organa's resistance movement,Male,He/him,Brown,Light,Ibaar,,,Brown,
eeth koth,,Zabrak (Iridonian),Jedi Order,Male,He/him,Black,Tan,Iridonia,"14 BBY,",,Brown,
eeth koth's daughter,,Zabrak (Iridonian),,Female,She/her,,Tan,A planet,,,Black,
eeusu estornii,,Eeusu Estornii's species,Galactic Republic,Female,,Blonde,White,,,,Black,
eff,,Klatooinian,Path of the Open Hand,,,,,,,,,
effor,,Verpine,,,,,Green,,,,Black,
efrik,,Human,Path of the Open Hand,,He/him,Dark,,,,,,
egdir,,Ithorian,Team Colossus,Male,,,Light brown,,,,Black,
egil,,Human,Scyre,Male,,Graying,,Parnassos,"22 ABY, Parnassos",,,
eglyn valmor,,Human,Alderaan Flotilla,Female,,Blonde,,Alderaan,,,,
eighth brother,,Terrelian Jango Jumper,Jedi Order,Male,He/him,,Blue-gray,Terrelia,"3 BBY, Malachor",,,
eighth guard,,Human,First Order,,,,,,"34 ABY,",,,
eila,,Human,Resistance,Female,,Red-brown,Dark,Tehar,,,Yellow,
eilram,,Zeffonian,,,they/them,,,Zeffo,By 14 BBY,,,
eira tay,,Sephi,Krysiant Rheden's crew,Female,,,Lavender,,,,,
eiro,,Human,New Republic,,,Brown,Light,,"4 ABY, Darlyn Boda",,Black,
eirtaé,,Human (Naboo),Royal House of Naboo,Female,She/her,Blonde,Fair,Naboo,,,Blue,
ekelarc yong,,Human,Alliance to Restore the Republic,Male,,Dark,Light,,"4 ABY, Endor",,Dark,
ektol traz,,Human,Galactic Empire,Male,,White,Light,,,,Brown,
el-les,,Arcona,Galactic Republic (contracted),Male,He/him,,Green,Cona,,,Purple,
ela sutan,,Caamasi,Jedi Order,Female,She/her,"White, with black stripes",,,,,Yellow,
elad zhalto,,Duros,,Male,,,,,,,,
elainye pryce,,Human (Lothalite),Pryce Mining,Female,,Gray,Pale,Lothal,,,Blue,
elan mak,,Fluggrian,,Male,,,"Green, purple, white, pink",Ploo IV,,,Yellow,
elan sel'sabagno,,Balosar,,Male,He/him,Brown,Light,,,,,
elarec yovet,,Togruta,Togruta government,Female,She/her,,Orange,Shili,,,,
elayah mordu,,Nothoiin,Bespin Wing Guard,Female,,,Golden,,,,,
eldra kaitis,,Twi'lek (Rutian),Jedi Order,Female,,,Blue,,"33 BBY, moon of Drazkel",,Blue,
elebe,,Human,Galactic Empire,Male,,,,,,,,
elecia zeveron,,Human,Elecia Zeveron's crew,Female,She/her,Black,Brown,,"382 BBY, Dalna",,,
elee,,Therii,Black Spire Station,Female,,,,Batuu,,,,
eleera soi,,Twi'lek,Crimson Dawn,Female,She/her,,Olive,,,,Brown,
eleni syndulla,,Twi'lek,Twi'lek Resistance,Female,She/her,,Green,Ryloth,Between 19–12 BBY,,Green,
elenzia,,Human,Noble Court,Female,,,Tan,,,,Brown,
elenzia's brother,,Human,Noble Court,Male,,,,,,,,
eleodie maracavanya,,Human,Sovereign Latitudes of Maracavanya,Non-binary,Zhe/zher,,Tan,Nar Shaddaa,,,Gold,
eleventh brother,,Humanoid,Jedi Order,Male,He/him,,,,"Between 18 BBY and 5 BBY, an astronomical object",,Red,
eli n. vanto,,Human,Vanto family shipping company,Male,He/him,Brown,Tan,Lysatra,,,Brown,
elia kane,,Human (Coruscanti),Galactic Empire,Female,She/her,Black,Light tan,Coruscant,,,Brown,
eliimy,,Hutt,,Female,,,,,,,,
elis helrot,,Givin,,,He/him,,White,,,,Black,
elisa,,Human (Alderaanian),Galactic Republic,Female,She/her,,,Alderaan,,,,
elk,,Human,Galactic Empire,,He/him,Graying brown,Light,,,,Blue,
elkan,,Zabrak,,Female,,,,,,,,
ella,,Human,Galactic Empire,,,,,,,,,
ellamak,,Pkorian,,Female,She/her,,Red,Pkori,,,Blue,
ellian zahra,,Human,Galactic Empire,Female,She/her,Black,Light,,Between 3 ABY and 4 ABY,,Blue,
ellick,,Human,,,,Brown,Tan,,,,Brown,
ellis mathes,,Human (Alderaanian),Alderaanian monarchy,,,,Light,Alderaan,,,,
elliver olim,,Human,Resistance,Male,,Blond,Light,,,,,
ello asty,,Abednedo,New Republic,Male,He/him,Brown,Dark,Abednedo,"34 ABY,",,Black,
ellyt,,Human,,Male,,Dark,,,,,Black,
ellé,,Human (Naboo),Royal House of Naboo,Female,She/her,,,Naboo,,,,
elna zibsara,,Human,New Republic,,She/her,Gray,Light,,,,,
elod'al'vumic,,Chiss,Chiss Ascendancy,Female,She/her,,,,,,,
elom (planet),,Elom,Galactic Republic,,,,,,,,,
elping tsoo,,Human,Galactic Republic,Male,He/him,,,,,,,
elrik vonreg,,Human,First Order,Male,He/him,,,,"34 ABY, Castilon",,,
elyhek rue,,Human,Alliance to Restore the Republic,Male,He/him,Brown,Light,Brentaal IV,0 ABY,,,
elzar mann,,Human,Jedi Order,Male,He/him,Brown,Tan,,,,,
ema,,Humanoid,White Worms,Female,She/her,,,Corellia,"c. 13 BBY, Corellia",,,
ember,,Charhound,Jedi Order,Female,She/her,"Black, white, and gray with red and orange spots",,Elphrona,,,Yellow,
embo,,Kyuzo,Sugi's bounty hunters,Male,He/him,,Green,Phatrong,,,Orange,
emelsine tarkin,,Human,,Female,She/her,Dark,Light,,,,Green,
emerick caphtor,,Human,Jedi Order,Male,He/him,Black (graying),Dark,,,,Brown,
emerie karr,,Human (clone),Galactic Empire,Female,She/her,Brown,Tan,Kamino,,,Brown,
emil graf,,Human,Graf family,Male,,Black,Light,,,,Black,
emim'ai,,Mirialan,,Female,She/her,,Green,,,,Black,
emlat,,Human,Kanjiklub,,He/him,Black,Tan,,"c. 31 ABY, Batuu",,Black,
emmett,,Human,,,He/him,Brown,Tanned,,,,Brown,
emple ortok,,Human,Nihil,Male,,,,,"228 BBY, Eriadu",,,
ena,,Enami,,,,,,,,,,Terrestrial
enanan supa,,Human,Resistance,,She/her,Black,Dark,,,,Dark,
enchantress,,Human,,Female,,,,Ushruu,,,,
endario zinn,,Mirialan,Chandrila Star Line,Female,,Black,Purple,,,,,
endente,,Sugi,Endente's arms dealing group,Male,,,Pale,,"19 BBY,",,,
endicott,,Human,Galactic Empire,,He/him,Brown,Light,,"4 ABY, Death Star II, Endor system",,Blue,
endo frant,,Human (Alderaanian),Galactic Empire,Male,,Blond,Light,Alderaan,"0 BBY, Death Star, Alderaan system",,,
endor,,Dulok,Galactic Empire (during occupation),,,,,,,,,
eneb ray,,Human,Alliance to Restore the Republic,Male,,Blond,Fair,,,,Green,
enfys nest,,Human,Cloud-Riders,Female,She/her,Red,Light,,,,Brown,
engels,,Human,Galactic Empire,,,Reddish-brown,Light,,,,Blue,
engi golba,,Didynon,Resistance,,He/him,,White,Didyma V,,,,
engle,,Human (clone),Galactic Republic,Male,,,,Kamino,,,,
eno cordova,,Human,Jedi Order,Male,He/him,White,Light,,"9 BBY, Jedha",,Brown,
enoch,,Human,Galactic Empire,,He/him,,,,,,,
enric pryde,,Human,Galactic Empire,Male,He/him,Black,Light,Alsakan,"35 ABY, Steadfast, Exegol",,Blue,
entip,,Jawa,,,,,,,,,Yellow,
enya keen,,Human,Jedi Order,Female,She/her,Black,Brown,,,,,
enyo,,Twi'lek,Jedi Order,Female,,,Orange,,,,,
enza rylanz,,Human,,,,,Light,,,,,
eodra,,Zabrak,,,,,Tan,,,,Brown,
eoin gorcan,,Human,Jedi Order,,He/him,Red,Light,,,,,
ephant mon,,Chevin,Masse Goskey's Arms Emporium and Explosives Mart,Male,,Blond,Dark gray,Vinsoth,,,Black,
ephraim bridger,,Human (Lothalite),,Male,He/him,Blue-black,Copper,Lothal,3 BBY,,Blue,
ephru shinn,,Mon Calamari,Jedi Order,,She/her,,Orange,,,,Yellow,
eq-005,,Human,Galactic Empire,,,,,,1 BBY,,,
er dal,,Kessarine,Fel Ix's family,Male,He/him,,,,,,,
er'kit,,Er'Kit,,,,,,,,,,Terrestrial
erdan,,Human,,,He/him,Black,Tanned,,,,,
eren kitt,,Human,Durango Shuttle Service (Supplier),,She/her,Brown,Tan,Bracca,,,Brown,
ergaugh,,Tholothian,Nihil,,She/her,,,,,,,
ergel,,Human,Ergel's Bar,Male,He/him,,,,,,,
erich s. datoo,,Human,First Order,Male,He/him,Gray,Fair,,"34 ABY,",,Green,
eridan wesyse,,Human,Galactic Empire,Male,,,,,,,,
erighal'ok'sumf,,Chiss,Chiss Ascendancy,Male,He/him,,,,,,,
erika blythe,,Human,,Female,She/her,,,,,,,
erinya,,Human,Coruscant Underworld Police,Female,She/her,,,,,,,
erk zallis,,Ugnaught,Galactic Republic,Male,,Brown,Pink,,,,Black,
erminia,,Human,De'Rruyet Industries,,,Red,Fair,,,,Black,
ern,,Human (Polynean),,,,,,Polyneus,Sometime before Wyl Lark's return between 5 and 11 ABY,,,
ernir,,Ithorian,,Male,He/him,,,,,,,
eroudac,,Heart of Eroudac,,,,,,,,,,Terrestrial
ers'ikaro,,Chiss,Chiss Ascendancy,,,,,,,,,
erskin semaj,,Human,Alliance to Restore the Republic,Male,He/him,Brown,Fair,,,,Brown,
erstin deez,,Human,Galactic Empire,Male,,Blond,Light,,"Between 3 ABY and 4 ABY, Coruscant",,Brown,
erta,,Human,,Female,She/her,,Brown,,,,,
erudo ro-kiintor,,Human,New Republic,Male,He/him,Bald,,Hevurion,,,,
erwen lunn,,Sullustan,,Male,He/him,,,Kwenn,33 BBY,,,
es-01,,Human,Galactic Empire,Male,,Blond,Light,,"19 BBY,",,Light blue,
es-02,,Human,Galactic Empire,Female,,Black,Pale,,,,Grey,
es-03,,Human,Galactic Empire,Male,,Blond,,,"19 BBY,",,,
es-04,,Human,Galactic Empire,Female,She/her,Brown,Dark,,19 BBY,,Brown,
esdo,,Rodian,Gallius Rax (Unknowingly),Male,,,,,,,,
eshgo,,Twi'lek,Free Ryloth Movement,Male,,,,Ryloth,"14 BBY, Ryloth",,,
eskro casrich,,Human,Alliance to Restore the Republic,Male,,Brown,White,,"1 BBY,",,Blue,
esmelle,,Human,,Female,She/her,Silver,Pale,Akiva,,,,
eson,,Human (Serennian),House Borgin,Male,He/him,,,,,,,
espis zanchal,,Human,Galactic Empire,Male,He/him,Brown (graying),Light,,"3 ABY,",,Blue,
espis zanchal's narglatch,,Narglatch,Galactic Empire,,He/him,,Blue,,,,Brown,
essovin,,Trandoshan,New Republic,Female,She/her,,,,"5 ABY, Jakku",,,
esstrop,,Kessurian,Path of the Open Hand,,,,,,,,,
estala maru,,Kessurian,Jedi Order,Male,He/him,Gray,Red,,"230 BBY, Starlight Beacon, Eiram system",,Blue,
estat,,Twi'lek,Shadow University,,,,Pale,,,,,
estorn,,Human,Galactic Empire,Male,,Blond,Pale,Sammun,,,,
eternal rur,,Artificial intelligence,Ordu Aspectu,Male,,,,Citadel of Rur,,,,
etta,,Human,,Female,,,,,,,,
etti express,,Fathier,,Male,,,,,,,,
eugroothwa,,Wookiee,Galactic Republic,Male,,Brown,,Kashyyyk,,,,
eunice ino,,Ugnaught,,,,Gray,Tan,,,,Brown,
euphaus biro,,Euphaus Biro's species,,,,,Green,,,,Dark,
eurus,,Human,Brendok coven,Female,,Brown,Light,,"148 BBY,",,Gray,
eustacia okka,,Mirialan,University of Bar'leth,Female,She/her,White,Green,,,,Purple,
euwood gor,,Human,Alliance to Restore the Republic,Male,,Brown,Fair,Alderaan,"1 BBY,",,,
eva,,Iktotchi,Galactic Empire,Female,She/her,,Red,,,,Blue,
evaan verlaine,,Human (Alderaanian),House of Organa,Female,,Blonde,Light,Alderaan,,,Amber,
evans basch,,Human,Alliance to Restore the Republic,Male,He/him,Red,Light,,,,Blue,
evat seth,,Czerialan,Jedi Order,,,,,,,,,
eve byre,,Human,Jedi Order,Female,She/her,Dark brown,Pale,,,,Amber,
even piell,,Lannik,Jedi Order,Male,He/him,Gray,Light,Lannik,"20 BBY, Lola Sayu",,Blue,
everi chalis,,Human,Galactic Empire,Female,She/her,Black (graying),Light,Unidentified planet,,,Brown,
everson,,Human,Tech Masters,Male,,,,,,,,
evil mahjo,,Human (clone),,Female,,Dark,Light,,During the mission to Gwongdeen,,Dark,
eviscerator (pirate),,Iotran,Staved Skulls,,He/him,,,,33 BBY,,,
evroes'ky'mormi,,Chiss,Chiss Ascendancy,Male,,,,,,,,
evroes'pu'titor,,Chiss,Chiss Ascendancy,Male,,,,,,,,
exantor divo,,Human,New Republic,Male,,Brown,Light,Hosnian Prime,,,Brown,
executioner (bounty hunter),,Devaronian,,Male,,,Red,,,,,
exmar kloris,,Human (Coruscanti),Galactic Empire,,He/him,Silver,Light,Coruscant,,,Brown-grey,
exum jermit,,Muun,InterGalactic Banking Clan,,,,Pale,,"3 ABY, Malastare",,White,
eye of webbish bog,,Sirroning,,,,,,Mustafar,,,,
eyvind,,Human,,Male,,,,,,,,
ezaraa (planet),,Ezaraa,Dominion of the Ezaraa,,,,,,,,,Terrestrial
ezra bridger,,Human (Lothalite),Jedi Order,Male,He/him,Blue-black,Copper,Lothal,,,Blue,
ezvangolt,,Grindalid,Garavult Clan,,,,,Corellia,,,,
faa-char,,Mon Calamari,Mon Cal,,,,Light brown,,,,Brown,
faazah,,Sugi,,Male,,,,,"14 BBY,",,,
fabarian,,Human,Galactic Empire,,He/him,Gray,Light,,,,Blue,
facee,,Twi'lek,,Female,,,,,,,,
fadda-rarb arda,,Aki-Aki,,,,,Gray,Pasaana,,,Brown,
faddaff davenspon,,Deymasollian,,Female,She/her,White,Yellow,,,,Black,
faddera rabar,,Dyplotid,Cloud-Riders,,,Brown,Brown,,,,Black,
faddey,,Arcona,,Male,,,Green,,,,Yellow,
fadime,,Nikto,New Republic,Female,She/her,,,,"4 ABY,",,,
fadros angon,,Human,Resistance,,He/him,Brown,Light,,,,,
fai kragoth,,Human,,,,Brown,Light,,,,Brown,
faie,,Human (clone),Galactic Republic,,He/him,,Tan,Kamino,,,,
falber,,Human,,,She/her,Brown,Dark,,,,,
falena,,Human,House of Organa,Female,,,,Alderaan,"0 BBY,",,,
falleen (planet),,Falleen,Confederacy of Independent Systems,,,,,,,,,
falloo,,Ewok,Bright Tree tribe,Female,,Brown,,,,,,
falshoi,,Human,Galactic Empire,Female,She/her,,,,,,,
falta,,Dathomirian,,Female,,,,Dathomir,,,,
falthina sharest,,Human (Corellian),Corellian Security Forces,Female,She/her,Dark,Light,Corellia,,,Brown,
fang zar,,Human,Galactic Republic,Male,He/him,Black (graying),Dark,Sern Prime,,,Brown,
fanry,,Human (Pijali),Pijali monarchy,Female,She/her,Red,Pale,Pijal,,,Blue,
far linghe,,Cathar,Jedi Order,,They/them,,,,,,,
fara,,Human,At Attin's government,Female,She/her,Blonde,Light,At Attin,,,Blue,
farana's folly,,Fathier,,Female,,,,,,,,
faraz,,Houk,,,He/him,,Blue and orange,Rex Strata,,,Blue,
fardi,,Human,Fardi clan,Male,He/him,,,Thabeska,,,,
fardi's wife,,Human,Fardi clan,Female,She/her,,,,,,,
faris,,Theelin,Jedi Order,Male,,,Fair,,19 BBY,,,
faris karan,,Theelin,Jedi Order,,She/her,Orange,Purple,,"Between 231 BBY and 230 BBY, Sulon",,Yellow,
farks,,Patrolian,,,,,Blue,,,,,
farnay,,Devaronian,,Female,She/her,,,Devaron,,,,
farnay's mother,,Devaronian,,Female,,,,Devaron,1 BBY,,,
farns monsbee,,Human,Alliance to Restore the Republic,,He/him,Blond,Light,,,,Blue,
faro argyus,,Human,Galactic Republic,Male,He/him,Blond,Light,Tepasi,"21 BBY,",,Amber,
faron,,Rodian,,Male,,,,,,,Black,
farsin kappehl,,Human,Alliance to Restore the Republic,Male,,Brown,White,,"1 BBY,",,Brown,
farzala tarabal,,Zygerrian,Jedi Order,Male,He/him,Black,Blue-gray,,,,Blue,
fasca tiradé,,Zilkin,Resistance,Male,,,,,,,,
fassio ablund,,Human,Galactic Empire,,He/him,Black,Tan,Jedha,,,Brown,
fast jortimer,,Fathier,,Male,He/him,Brown,,,,,Black,
fastid barancul karambola,,Crolute,,Male,,,,,,,,
fastidima,,Grindalid,Garavult Clan,Female,She/her,,,Corellia,,,,
father (mortis),,Force wielder,Force wielders,Male,He/him,White,Gray,Mortis (adopted),"20 BBY, Mortis",,Blue (with black sclera),
fatulaine,,Human,Galactic Empire,Male,,,Dark,,,,Brown,
fauja,,Aleena,,Female,,,Purple,,,,Grey,
fawn,,Human,Frozen Wampas,Male,He/him,,Brown,,,,,
fayet kelen,,Human,Kelen Biolabs,Male,,,,Pasher,,,,
faylin,,Human,Free Ryloth Movement,Female,,,,,,,,
fazlee,,Rodian,,,,,Orange,,,,Black,
fb-0007,,Human,First Order,Male,,,,,,,,
fbinti fith,,Chadra-Fan,Galactic Republic,Female,,,,,,,,
fe fer,,Kessarine,Fel Ix's family,,He/him,,,,,,,
fe isle,,Kessarine,Fel Ix's family,Male,It/its,,,,,,,
fe remine,,Kessarine,Fel Ix's family,Male,,,,,,,,
fe tale,,Kessarine,Fel Ix's family,Male,,,,,,,,
